id,name,description,region,city,distance,images,tags,location,created_at,category
b1fbbc83-92ee-4466-9cd9-43b7a4bbb880,Hawassa Martyrs Memorial Park,Municipal park and monument dedicated to fallen regional heroes.,Sidama,Hawassa,,[],"[""hawassa"",""martyrs-park"",""memorial""]","{""lat"":7.0481029,""lng"":38.47861}",2026-07-27 22:07:25.776912+00,dark
b23868c7-7502-47f0-b40e-465c1581a15d,Wondo Genet Natural Thermal Spa,Forested natural thermal spring pools renowned for relaxation.,,,,[],"[""wondo-genet"",""thermal-spa"",""sidama""]",,2026-07-27 22:07:25.776912+00,wellness
b2389ebb-016a-4235-9ea5-93a8fee8b962,United Nations Conference Centre (UNCC-ECA),World-class international conference complex in Addis Ababa.,,,,[],"[""uncc"",""united-nations"",""events""]",,2026-07-27 22:07:25.776912+00,business
b23d5681-12bb-488c-b0ba-9dc07402bb6f,Intercontinental Addis Business Center,Corporate business meeting facilities in Kazanchis.,,,,[],"[""intercontinental"",""business-center"",""kazanchis""]",,2026-07-27 22:07:25.776912+00,business
b24ddf98-b79e-47d6-9c19-e9aba66cebe1,Bedele Indigenous Forest Belt,Protected belt of native broadleaf forest.,Oromia,Bedele,,[],"[""bedele"",""indigenous-forest"",""illubabor""]","{""lat"":8.455645,""lng"":36.352545}",2026-07-27 22:07:25.776912+00,ecotourism
b24f6732-55ea-4196-bbaf-a6ff017a7104,Gambella Riverside City Hub,Tropical river port city located along the Baro River.,Gambela,Gambela,,[],"[""gambella"",""riverside-city"",""baro-river""]","{""lat"":8.2503656,""lng"":34.5877344}",2026-07-27 22:07:25.776912+00,urban
b2719832-bb7c-4ad6-924d-2fd7cd4783aa,Mount Menagesha Peak Hike,Peak hike ascending through the ancient protected Suba Menagesha forest.,,,,[],"[""hiking"",""forest"",""suba""]",,2026-07-27 22:07:25.776912+00,adventure
b28cd2b2-a2df-4c8c-841a-3db9cfdeab88,Felege Hiwot Hospital,Regional referral hospital in Bahir Dar.,Amhara,Bahir Dar,,[],"[""hospital"",""felege-hiwot"",""bahir-dar""]","{""lat"":11.608003,""lng"":37.3699025}",2026-07-27 22:07:25.776912+00,medical
b2cc4241-dbb0-4484-a7f0-0081725bec7b,Wolayta Cultural Village Centers,Cultural centers exhibiting Wolayta traditional architecture and lifestyle.,,,,[],"[""wolayta"",""sodo"",""heritage""]",,2026-07-27 22:07:25.776912+00,cultural
b4524629-f256-4d57-b6ae-23732213ae1e,Erta Ale Volcano Lava Lake,A continuously active basaltic shield volcano featuring one of the world's few persistent lava lakes in the Danakil desert.,Afar,Amedela,850,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Erta_Ale_lava_lake.jpg/1024px-Erta_Ale_lava_lake.jpg""]","[""Lava Lake"",""Volcano"",""Night Trekking"",""Extreme""]","{""lat"":13.6,""lng"":40.6667}",2026-07-27 21:19:12.232213+00,adventure
b474cb05-04e1-4512-bd7b-3383bafff91d,Mount Karayu Lava Tube Caving,Underground exploration of ancient lava flow tunnels near Fantale.,,,,[],"[""lava-tubes"",""caving"",""fantale""]",,2026-07-27 22:07:25.776912+00,adventure
b4a07b20-3354-418a-a80b-17a2ac4d0189,Ethnological Museum at Addis Ababa University,Comprehensive educational museum exhibiting the material culture of Ethiopia ethnic groups.,,,,[],"[""ethnological-museum"",""ethnography"",""tribal-culture""]",,2026-07-27 22:07:25.776912+00,educational
b587b09e-5cf7-46bb-ab15-2883d5dbb624,Assosa Urban Center,Regional capital city of Benishangul-Gumuz.,,,,[],"[""assosa"",""urban-center"",""benishangul""]",,2026-07-27 22:07:25.776912+00,urban
b591f80f-e757-4848-b688-e50b97007931,Sheraton Addis Resort Grounds & Boardwalks,"Paved garden walkways, step-free entrances, and accessible resort facilities.",,,,[],"[""sheraton"",""paved-grounds"",""accessible-resort""]",,2026-07-27 22:07:25.776912+00,accessible
b59727e4-d721-47d4-b534-ffdc553357e5,Debre Zeit Agricultural Research Center,"National lead center for teff, chickpea, and poultry research.",,,,[],"[""debre-zeit"",""agricultural-center"",""teff-research""]",,2026-07-27 22:07:25.776912+00,educational
b6046336-8442-4977-850f-14dfd8c9d66f,Friendship Park Phase I & II,State-of-the-art downtown urban plaza featuring fountains and promenades.,,,,[],"[""friendship-park"",""urban-plaza"",""addis""]",,2026-07-27 22:07:25.776912+00,urban
b61e5b08-c91d-4ce2-bba1-6fa553d26f78,Bonga Kafa Eco-Lodge Executive Wing,Upmarket eco-lodge wing situated inside pristine coffee rainforests.,South West Ethiopia Peoples,Bonga,,[],"[""bonga"",""executive-wing"",""rainforest-luxury""]","{""lat"":7.2645383,""lng"":36.2460526}",2026-07-27 22:07:25.776912+00,luxury
b66b300d-f7f3-4aea-aece-a0c1a5518667,Kafa Coffee Biosphere Reserve Research Station,Research station studying wild coffee genetics and rainforest ecosystems.,,,,[],"[""kafa-biosphere"",""coffee-research"",""biodiversity""]",,2026-07-27 22:07:25.776912+00,educational
b697b80e-b8f3-4880-92a9-8b2279b70a5a,Weyto Crafts & Reed Boat Community,Indigenous artisans known for crafting papyrus reed boats (Tankwa).,,,,[],"[""weyto"",""tankwa"",""lake-tana""]",,2026-07-27 22:07:25.776912+00,cultural
b6aecfe1-84e4-4370-8992-304f2c4a9c25,Sendafa Police Academy High-Altitude Athletic Tracks,Professional high-altitude running tracks used by elite distance runners.,Oromia,Sendafa,,[],"[""sendafa"",""athletic-tracks"",""high-altitude""]","{""lat"":9.155868,""lng"":39.023811}",2026-07-27 22:07:25.776912+00,sports
b6d0822a-e078-4fe7-a40f-d464fda30f7e,Gorgora Eco-Resort Villa Suites,Premium lakeside eco-resort villas on the northern shore of Lake Tana.,,,,[],"[""gorgora"",""luxury-villas"",""lake-tana""]",,2026-07-27 22:07:25.776912+00,luxury
b6d115e1-9702-4726-a874-591db2868a7a,Tulu Moye Geothermal Thermal Wells,Active geothermal area with natural steam baths and mineral waters.,,,,[],"[""geothermal"",""tulu-moye"",""wells""]",,2026-07-27 22:07:25.776912+00,medical
b7859b5c-c334-446f-bb0c-32d5b320250c,Sheka Rainforest Honey Outlets,Specialty outlets selling certified organic flora rainforest honey.,,,,[],"[""sheka"",""honey-outlets"",""masha""]",,2026-07-27 22:07:25.776912+00,culinary
b786899e-1235-4309-8773-302db27fe085,Paradise Lodge VIP Bungalows,Luxury thatched bungalows perched on cliffs overlooking Forty Springs and twin lakes.,,,,[],"[""paradise-lodge"",""vip-bungalows"",""arba-minch""]",,2026-07-27 22:07:25.776912+00,luxury
b79a32d5-6c63-4cc1-becb-c2f1eba832b7,Grand Resort and Spa MICE Facilities,Major lakeside conference resort in Bahir Dar.,,,,[],"[""grand-resort"",""mice"",""bahir-dar""]",,2026-07-27 22:07:25.776912+00,business
b7b844b3-22fb-437a-8e8f-627a9593794e,Lake Tana Outlet & Papyrus Boats,Traditional fishermen navigating papyrus reed boats (Tankwa) at sunrise.,Amhara,,,[],"[""lake-tana"",""papyrus-boats"",""tankwa""]","{""lat"":11.9507719,""lng"":37.294878}",2026-07-27 22:07:25.776912+00,photography
b7bfc38d-0f85-4a35-bebf-58be47ede083,Lake Tana Outlet to Blue Nile Falls Boat Route,Scenic boat route following the Blue Nile river outlet.,,,,[],"[""blue-nile"",""boat-route"",""lake-tana""]",,2026-07-27 22:07:25.776912+00,cruise
b7cda2f1-eaef-40d3-b85d-40f2ccd26f66,Yemrehanna Kristos Cave Church,11th-century built-up marble and wood church inside a basalt cave.,,,,[],"[""cave-church"",""built-church"",""lalibela""]",,2026-07-27 22:07:25.776912+00,religious
b81ee5f1-0025-46e8-892d-32113fa97521,Karrayyu Plain Overland Safari,Overland safari across Karrayyu pastoralist plain terrain.,,,,[],"[""overland"",""pastoralist"",""east-shewa""]",,2026-07-27 22:07:25.776912+00,adventure
b87059a5-5673-48c5-839a-b2b0997a6f55,Simien Escarpment Ridge Trekking,Dramatic cliffside ridge hiking from Sankaber to Chennek.,Amhara,,,[],"[""hiking"",""escarpment"",""simien""]","{""lat"":13.2458802,""lng"":38.0999456}",2026-07-27 22:07:25.776912+00,adventure
b8802b66-fe0e-4ee7-af1b-888ac78b6f90,Nigat Lake Resort VIP Cabins,Exclusive private lakefront cabins.,,,,[],"[""nigat-lake"",""vip-cabins"",""west-ethiopia""]",,2026-07-27 22:07:25.776912+00,luxury
b89ac6af-28f2-42d9-affc-ec736d03d69a,Jimma University Medical Center,Major medical referral center serving southwestern Ethiopia.,Oromia,Jimma,,[],"[""hospital"",""jimma"",""university""]","{""lat"":7.6792877,""lng"":36.8533248}",2026-07-27 22:07:25.776912+00,medical
b90d1e5f-6af8-4c9b-992c-101e44d8ac58,Senkele Sanctuary Open Plain Night Sky,Open grassland plain offering clear horizon-to-horizon night sky views.,,,,[],"[""senkele"",""open-plain"",""night-sky""]",,2026-07-27 22:07:25.776912+00,space
b93352cd-2f5c-4b4f-a433-9380939782cd,Addis Ababa Science Museum Space & Aviation Wing,"Interactive museum wing featuring satellite, space science, and aviation exhibits.",,,,[],"[""science-museum"",""space-wing"",""exhibits""]",,2026-07-27 22:07:25.776912+00,space
b9519fdf-5fc5-41bb-acd1-23bddbbb0383,Lake Chamo Crocodile Market (Nile Crocodiles & Hippos),Famous shoreline holding massive Nile crocodiles and hippo pods.,,,,[],"[""nile-crocodile"",""hippos"",""lake-chamo""]",,2026-07-27 22:07:25.776912+00,wildlife
b97358c0-f417-43e9-9de8-bedfd44c3f28,Ambo Apple & Fruit Orchards,Highland agricultural orchards specialized in temperate apple production.,Oromia,Ambo,,[],"[""ambo"",""apple-orchards"",""fruit-farms""]","{""lat"":8.982104,""lng"":37.8554406}",2026-07-27 22:07:25.776912+00,agritourism
b9a23bb4-1ffc-4535-b70e-56ed34bdde64,Borena Saynt National Park (Gelada Baboons),Protected highland forest home to large Gelada baboon troops.,,,,[],"[""gelada"",""borena-saynt"",""highland""]",,2026-07-27 22:07:25.776912+00,wildlife
b9c934a6-43d2-4c67-8e9d-07dc9bef75eb,የጎንደር ደብረ ብርሃን ሥላሴ ቤተክርስቲያን,"Historic church in the royal city of Gondar, featuring stunning frescoes and traditional Ethiopian architecture.",Amhara,Gondar,738.2,"[""https://images.unsplash.com/photo-1585208798174-6cedd86e019a?w=800"",""https://images.unsplash.com/photo-1605106901227-991bd663255c?w=800""]","[""Royal City"",""Historic"",""Frescoes"",""Orthodox""]","{""lat"":12.6092,""lng"":37.4661}",2025-12-07 07:00:43.902649+00,religious
ba001415-e817-4ba5-91ab-19576b02886c,Abijatta-Shalla Flamingos & Salt Crust Lakes,Massive pink flamingo colonies along saline lake shores.,,,,[],"[""abijatta-shalla"",""flamingos"",""bird-photography""]",,2026-07-27 22:07:25.776912+00,photography
ba25d77c-f5de-4608-b79c-4045fed750c3,Bishoftu Pyramids Resort & Spa,Lakeside pyramid-structured resort featuring spa and massage center.,Oromia,Bishoftu,,[],"[""pyramids-resort"",""bishoftu"",""spa""]","{""lat"":8.750004,""lng"":38.981734}",2026-07-27 22:07:25.776912+00,wellness
ba333088-9c00-4ee7-b962-298e550aefba,Churchill Avenue Public Walkway,Downtown urban walking boulevard connecting Piazza and Railway Station.,,,,[],"[""churchill-avenue"",""walkway"",""addis""]",,2026-07-27 22:07:25.776912+00,budget
ba380ed4-ea00-42e0-9a34-ae2427ca9117,Sof Omar Cave Pillars & Light Shafts,Sunlight beams cutting through subterranean limestone chambers.,,,,[],"[""sof-omar"",""light-shafts"",""cave-photography""]",,2026-07-27 22:07:25.776912+00,photography
ba3f6a9e-2205-40e9-a44f-57a2416dc874,Arba Minch Fish & Fruit Tasting Outlets,"Eateries offering fresh tropical fruits (mangoes, bananas) and Lake Chamo fish.",South Ethiopia Regional State,Arba Minch,,[],"[""arba-minch"",""fresh-fruit"",""fish-cutlet""]","{""lat"":6.0215142,""lng"":37.5539809}",2026-07-27 22:07:25.776912+00,culinary
ba5ee543-3d16-4d06-83b9-fc0de1b389c4,Bale Mountains National Park & Harenna Cloud Forest,Bio-diverse ecosystem containing alpine plateaus and dense mossy cloud forest.,,,,[],"[""bale"",""harenna"",""cloud-forest""]",,2026-07-27 22:07:25.776912+00,ecotourism
ba88e856-c9a7-46a7-81f5-41cb3cfe90ad,Kafa Biosphere Reserve,UNESCO Biosphere Reserve safeguarding wild coffee rainforest ecosystems.,,,,[],"[""kafa"",""unesco"",""biosphere""]",,2026-07-27 22:07:25.776912+00,ecotourism
ba97f6e3-ded6-4b0f-9b91-c34ce33838c4,Guji Coffee Farm Plantations,High-altitude specialty coffee farms set in organic forest environments.,,,,[],"[""guji-coffee"",""shakiso"",""plantations""]",,2026-07-27 22:07:25.776912+00,agritourism
ba9f56d3-b00a-4c7a-8531-0833b494f3cd,Lake Langano Public Beach Access,Public beach access points along Lake Langano.,Oromia,,,[],"[""langano"",""public-beach"",""low-cost""]","{""lat"":7.6120061,""lng"":38.7629256}",2026-07-27 22:07:25.776912+00,budget
bb297d28-8b26-43f4-87ad-45513e12cbbe,Senkele Hartebeest Sanctuary Conservation Center,Educational field center focused on endemic antelope protection.,,,,[],"[""senkele"",""conservation-center"",""hartebeest""]",,2026-07-27 22:07:25.776912+00,educational
bb55b346-d2fa-403f-8891-d4d865bf798d,Ethiopian Institute of Agricultural Research (EIAR - Holeta),Central national research center developing high-yield crops and farming tools.,,,,[],"[""eiar"",""holeta"",""agricultural-research""]",,2026-07-27 22:07:25.776912+00,educational
bb7553ff-8dce-4d61-ac69-ce032ad551d9,Konso Sorghum Beer (Pardo) & Local Dish Centers,Local gathering spots serving traditional low-alcohol fermented sorghum beer.,,,,[],"[""konso"",""sorghum-beer"",""pardo""]",,2026-07-27 22:07:25.776912+00,culinary
bba05c41-e598-4829-b96a-281cd5bb56bc,Guge Mountain High-Altitude Alpine Ecosystem,High-altitude mountain range featuring endemic afro-alpine plants.,,,,[],"[""guge-mountain"",""alpine"",""highlands""]",,2026-07-27 22:07:25.776912+00,ecotourism
bbba8177-f6f8-4379-bb72-c74eddfef287,Asham Africa Executive Lake Suites,Artfully designed luxury lakefront suites.,,,,[],"[""asham-africa"",""executive-suites"",""bishoftu""]",,2026-07-27 22:07:25.776912+00,luxury
bbbd1301-3228-4439-bb78-cc3abaa079a5,Getfam Hotel Presidential Suite,Luxury hotel suite featuring views over the capital city.,,,,[],"[""getfam-hotel"",""presidential-suite"",""addis""]",,2026-07-27 22:07:25.776912+00,luxury
bc5c38df-1497-4ecd-96d1-924bc1f164fe,Menz Guassa gelada baboon troops on cliff edges,High-altitude wildlife photography of Gelada baboons resting on cliffs.,,,,[],"[""guassa"",""gelada-baboons"",""cliff-edges""]",,2026-07-27 22:07:25.776912+00,photography
bca8a498-3c19-46be-b940-475794956631,Durame Urban Hub,Highland commercial town center of Kambaata.,Central Ethiopia Regional State,Durame,,[],"[""durame"",""urban-hub"",""kambaata""]","{""lat"":7.2438769,""lng"":37.9049922}",2026-07-27 22:07:25.776912+00,urban
bcd68e30-4fab-43ff-b93d-67a768a35b86,Battlefield of Maichew,Historic 1936 battlefield site of the Second Italo-Ethiopian War.,,,,[],"[""maichew"",""battlefield"",""second-italo-ethiopian-war""]",,2026-07-27 22:07:25.776912+00,dark
bd1ca5ba-8165-4805-9eb5-c49d8b293553,Addis Ababa Leather Goods Boutique Outlets,"Specialized boutiques selling Ethiopian leather jackets, bags, and shoes.",,,,[],"[""leather-goods"",""boutiques"",""addis""]",,2026-07-27 22:07:25.776912+00,shopping
bd57c662-08da-46da-bffa-c648362a13bc,Nechisar Bridge of God Ridge,Elevated land bridge separating two lakes with zero urban light.,,,,[],"[""nechisar"",""bridge-of-god"",""stargazing""]",,2026-07-27 22:07:25.776912+00,space
bda1d2aa-2b5c-4c90-a201-bfc2793fa645,Arbore Cultural Settlement,Indigenous pastoralist villages near the Chew Bahir basin.,,,,[],"[""arbore"",""south-omo"",""tribal""]",,2026-07-27 22:07:25.776912+00,cultural
bdc914c6-b0cc-4302-ad5a-7496a8b5f740,Addis Ababa Shiro Meda Shiro Tasting Outlets,Specialized local eateries famous for slow-cooked spiced chickpea stew (Shiro Tegabino).,,,,[],"[""shiro"",""shiro-meda"",""vegetarian""]",,2026-07-27 22:07:25.776912+00,culinary
bdd10ec0-fe1e-4536-b60a-400ed9c2804a,Haile Grand Hotel Promenade,Modern hotel property equipped with step-free entrances and elevators.,,,,[],"[""haile-grand"",""promenade"",""accessible""]",,2026-07-27 22:07:25.776912+00,accessible
bdd6772f-6bfb-4879-bdb6-f65d3ce9c837,Gorgora Eco-Resort & Lake Tana Shore,Eco-resort development on the northern wetlands of Lake Tana.,,,,[],"[""gorgora"",""eco-resort"",""lake-tana""]",,2026-07-27 22:07:25.776912+00,ecotourism
be0be554-18e3-4a59-b93e-6d77199792a3,Lower Awash Valley,UNESCO World Heritage site where key hominid fossils including Lucy and Ardi were discovered.,,,,[],"[""lower-awash"",""unesco"",""cradle-of-humankind""]",,2026-07-27 22:07:25.776912+00,ancestry
be24de44-9b7a-47c4-8687-51d5883c45e7,Dinsho Sanctuary & Forest Park,Headquarters of Bale Mountains National Park home to endemic Nyala.,,,,[],"[""dinsho"",""bale"",""sanctuary""]",,2026-07-27 22:07:25.776912+00,ecotourism
be311a32-b448-41f8-8f63-647f6f77af15,Bale Mountains Reforestation & Conservation Outposts,Environmental volunteer camps engaged in native tree planting and wolf protection.,,,,[],"[""bale"",""reforestation"",""tree-planting""]",,2026-07-27 22:07:25.776912+00,voluntourism
be475223-1ec6-4fca-abca-1460ed81b275,Axum King Bazens Tomb,Ancient rock-cut underground tomb attributed to King Bazen.,,,,[],"[""king-bazen"",""tomb"",""axum""]",,2026-07-27 22:07:25.776912+00,dark
beab2afc-d527-4d16-966c-139621393de9,Ayder Comprehensive Specialized Hospital,Major tertiary referral hospital serving northern Ethiopia.,,,,[],"[""hospital"",""ayder"",""mekelle""]",,2026-07-27 22:07:25.776912+00,medical
bf322d22-992f-4e90-9a6b-135d8559f6cf,Gondar Childrens Villages & Orphan Care Programs,Community orphan care centers offering short and long-term volunteer placements.,Amhara,Gonder,,[],"[""gondar"",""childrens-village"",""volunteering""]","{""lat"":12.610368,""lng"":37.466766}",2026-07-27 22:07:25.776912+00,voluntourism
bf5bc580-1fa1-40cd-9318-e7976d9762cd,Yirgacheffe Coffee Bean Buying Cooperatives,Direct buying outlets for world-renowned Yirgacheffe washed coffee beans.,,,,[],"[""yirgacheffe"",""coffee-beans"",""cooperatives""]",,2026-07-27 22:07:25.776912+00,shopping
bf6a9db1-5f34-4588-831c-f56b6debc699,Ethiopian Skylight Hotel Premium Wing,Massive 5-star luxury airport hotel offering presidential suites and fine dining.,,,,[],"[""skylight-hotel"",""premium-wing"",""luxury-suites""]",,2026-07-27 22:07:25.776912+00,luxury
bf769125-da9b-49e1-bd60-ea7ecdb4c2b2,Bole Brass Bakery & Ethiopian Pastry Circuit,"Trendy neighborhood famous for Ethiopian-Italian bakeries, macchiatos, and pastries.",,,,[],"[""bole-brass"",""bakery"",""pastry""]",,2026-07-27 22:07:25.776912+00,culinary
bf9007da-9802-469e-8a39-7298e9991d49,Unity Park & Imperial Palace Compound,Restored historical palace grounds transformed into a modern central urban park.,,,,[],"[""unity-park"",""imperial-palace"",""urban-park""]",,2026-07-27 22:07:25.776912+00,urban
c06dbff9-909d-4784-b3dd-a813bd5aad65,Specialized Kitfo Restaurants District,Concentrated neighborhood of specialized Kitfo houses serving spiced minced beef.,,,,[],"[""kitfo"",""gurage-cuisine"",""specialized-dining""]",,2026-07-27 22:07:25.776912+00,culinary
c0790a25-dedf-41d2-9ed5-29c856eed804,Lake Boyo Boating Access,Seasonal wetland boat access point.,,,,[],"[""boyo"",""boating-access"",""wetland""]",,2026-07-27 22:07:25.776912+00,cruise
c08bc924-0acd-43cb-9f12-bbc3ea1da327,Wonchi Crater Lake Wooden Boat Crossing Points,Traditional wooden boat ferry routes crossing to the island monastery.,,,,[],"[""wonchi"",""wooden-boats"",""crater-lake""]",,2026-07-27 22:07:25.776912+00,cruise
c0b7dbc0-d2f1-4be1-84bf-e3299256a73b,Lake Langano Shorelines (Birdwatching Circuit),Lake perimeter supporting over 300 recorded bird species.,,,,[],"[""birdwatching"",""langano"",""shoreline""]",,2026-07-27 22:07:25.776912+00,wildlife
c169a18c-4de9-4748-84b7-aa3b16fc0e67,Lake Hawassa Nature Reserve & Fish Market,Lakeside eco-reserve noted for abundant waterbirds and colobus monkeys.,Sidama,Hawassa,,[],"[""hawassa"",""nature-reserve"",""lake""]","{""lat"":7.0481029,""lng"":38.47861}",2026-07-27 22:07:25.776912+00,ecotourism
c179481b-6c20-4865-b8f5-dbcb192b4f58,Battlefield of Gura Historic Zone,Site of major 19th-century battles between Ethiopian forces and Egyptian armies.,,,,[],"[""gura"",""battlefield"",""19th-century""]",,2026-07-27 22:07:25.776912+00,dark
c1a6a16f-b964-4020-996f-e52242832066,Gibe Sheleko National Park (Hippos & Antelopes),"Protected river basin home to hippos, bushbucks, and kudus.",Oromia,,,[],"[""gibe"",""hippos"",""antelopes""]","{""lat"":8.0316904,""lng"":37.5949265}",2026-07-27 22:07:25.776912+00,wildlife
c1ba66a3-cd73-4c82-9f4c-953a6b26e2b6,Dungur Palace (Queen of Sheba Palace),Ruins of a grand 6th-century mansion in Axum traditionally associated with the Queen of Sheba.,Tigray,Axum,982,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Dungur_Palace_Axum.jpg/1024px-Dungur_Palace_Axum.jpg""]","[""Queen of Sheba"",""Axum"",""Palace"",""Ancient""]","{""lat"":14.1285,""lng"":38.7072}",2026-07-27 21:19:12.232213+00,historical
c1f3f587-83ba-4f98-be06-5fd54d0b7d3b,Baro-Akobo River System Boat Traverses,Lowland river system traversable by motorboats and canoes.,Gambela,Gambela,,[],"[""baro-akobo"",""river-traverses"",""gambella""]","{""lat"":8.2503656,""lng"":34.5877344}",2026-07-27 22:07:25.776912+00,cruise
c24b3f36-1bf5-4f43-84b4-4bbf702c8125,Menz Guassa Alpine Dark-Sky Conservation Reserve,Protected high-altitude moorland with clear celestial observation conditions.,,,,[],"[""guassa"",""dark-sky-reserve"",""alpine""]",,2026-07-27 22:07:25.776912+00,space
c2a5f29a-8add-47cb-b37b-afe5615dff82,Lewi Resort Lakefront Presidential Villas,Spacious presidential luxury villas positioned along Lake Hawassa.,,,,[],"[""lewi-resort"",""presidential-villas"",""hawassa""]",,2026-07-27 22:07:25.776912+00,luxury
c2c2d6ce-e4ff-4cfa-8c01-919b7023a595,Project Ethiopia Community Projects,Rural development volunteer projects focusing on school building and clean water.,,,,[],"[""project-ethiopia"",""community"",""bahir-dar""]",,2026-07-27 22:07:25.776912+00,voluntourism
c2c38c81-48d4-497e-87ff-d0758826c84c,Awash River Valley Birding Trail,"Rift valley trail showcasing dryland bustards, hornbills, and raptors.",,,,[],"[""birding-trail"",""awash-river"",""raptors""]",,2026-07-27 22:07:25.776912+00,wildlife
c2e0d3b0-1dd9-4031-845b-7d765123d934,Bishoftu Lakefront Injera & Fish Outlets,Crater lake restaurants serving fresh fish and traditional injera platters.,Oromia,Bishoftu,,[],"[""bishoftu"",""lakefront-dining"",""injera""]","{""lat"":8.750004,""lng"":38.981734}",2026-07-27 22:07:25.776912+00,culinary
c308b7ca-980c-4258-ac88-d390865e20c2,Gorgora Lakefront Wellness Thermal Springs,Lakeside natural hot spring outlets on northern Lake Tana.,,,,[],"[""thermal"",""gorgora"",""lake-tana""]",,2026-07-27 22:07:25.776912+00,medical
c3787e08-91b7-48a7-a6e5-cfa5aad25850,Dirre Sheikh Hussein Islamic Shrine,Sacred pilgrimage site dedicated to the 13th-century Sufi saint.,,,,[],"[""islamic"",""shrine"",""bale""]",,2026-07-27 22:07:25.776912+00,religious
c3857f50-9955-4876-b3e6-19e9ede617b0,Wolayta Enset & Root Crop Demonstration Farms,Demonstration farms showing sustainable cultivation of false banana and sweet potato.,,,,[],"[""wolayta"",""enset-farms"",""root-crops""]",,2026-07-27 22:07:25.776912+00,agritourism
c3c9d58f-18ce-48c3-94d5-140fc8406d02,Best Western Plus Pearl Luxury Wing,Modern luxury accommodations located in the heart of Bole.,,,,[],"[""best-western"",""luxury-wing"",""bole""]",,2026-07-27 22:07:25.776912+00,luxury
c47e7771-4ec9-4e1c-87e6-4819fc1cf1a6,Paradise Lodge Spa & Nature Retreat,Traditional thatched bungalow retreat featuring cliffside wellness views.,,,,[],"[""paradise-lodge"",""nature-retreat"",""arba-minch""]",,2026-07-27 22:07:25.776912+00,wellness
c48cf56c-8d47-4e35-a941-7d14e0fe1db0,Bati Camel Market Massive Encampment,High-angle photography of thousands of livestock and camel traders.,,,,[],"[""bati"",""camel-market"",""encampment""]",,2026-07-27 22:07:25.776912+00,photography
c4ab2a3f-ee1f-4113-b6f1-70e95604faba,Gidole Historical Fortifications,Historical hilltop defensive fortifications.,,,,[],"[""gidole"",""fortifications"",""historic""]",,2026-07-27 22:07:25.776912+00,dark
c4da7498-1ddf-4c3c-9f0e-cfa8e976aed0,Abba Pantelewon Monastery,Ancient cliffside monastery dedicated to one of the Nine Saints.,Oromia,Debre Libanos,,[],"[""abba-pantelewon"",""monastery"",""axum""]","{""lat"":9.7120303,""lng"":38.8475576}",2026-07-27 22:07:25.776912+00,religious
c58876fb-4d1a-4630-b48f-e8eb0ba7c4ae,Tana Cherkos Monastery,Island monastery said to have sheltered the Ark of the Covenant; picturesque lake setting.,Amhara,Lake Tana,570,"[""https://images.unsplash.com/photo-1605106901227-991bd663255c?w=1200&q=80""]","[""Monastery"",""Lake Tana"",""Island"",""Orthodox""]","{""lat"":11.83,""lng"":37.38}",2025-12-08 02:04:50.339394+00,religious
c63b0741-da33-4f2c-8a84-e52814f969cd,Halala Kella Luxury Presidential Lodge,Ultra-luxury resort lodge overlooking Koysha Reservoir featuring private villas.,,,,[],"[""halala-kella"",""presidential-lodge"",""koysha""]",,2026-07-27 22:07:25.776912+00,luxury
c644698a-faaa-474f-9a3c-913f713849f4,Gedeo Terraces Soil Conservation Projects,Volunteer initiatives working to maintain historic agricultural terraces.,,,,[],"[""gedeo"",""soil-conservation"",""terraces""]",,2026-07-27 22:07:25.776912+00,voluntourism
c66c5518-fc5c-43e0-8db8-62928fff08e5,Shashemene Rastafarian Village Walk,Low-cost cultural walking tour through the Melka Lunt Community.,,,,[],"[""shashemene"",""rastafarian-village"",""cultural-walk""]",,2026-07-27 22:07:25.776912+00,budget
c69c8eff-ee2c-473f-8102-5e00f9f366f3,Simien Mountains National Park,UNESCO World Heritage alpine national park featuring dramatic escarpments.,Amhara,,,[],"[""simien"",""unesco"",""national-park""]","{""lat"":13.2458802,""lng"":38.0999456}",2026-07-27 22:07:25.776912+00,ecotourism
c6e3c14d-8389-4905-8674-ce35539ea16b,Assosa Refugee Aid & Community Support Bases,Humanitarian aid volunteer bases providing relief and education support.,Benishangul-Gumuz,Assosa,,[],"[""assosa"",""refugee-aid"",""humanitarian""]","{""lat"":10.0646352,""lng"":34.5437024}",2026-07-27 22:07:25.776912+00,voluntourism
c7472836-4b47-4f35-b75c-3e6b91dc752d,Leku Sidama Basketry Outlets,Roadside outlets selling intricate woven Sidama baskets and mats.,,,,[],"[""leku"",""sidama-baskets"",""crafts""]",,2026-07-27 22:07:25.776912+00,shopping
c74ec0f3-cc83-492e-83ef-e848a7f1c346,Wenchi Crater Rim Stargazing Grounds,Volcanic ridge offering unpolluted views of the Milky Way galaxy.,,,,[],"[""wonchi"",""stargazing"",""crater-rim""]",,2026-07-27 22:07:25.776912+00,space
c758dc1d-f331-43f5-8391-6618dd72af28,Narga Selassie Island Monastery,18th-century circular monastery located on Dek Island in Lake Tana.,,,,[],"[""narga-selassie"",""dek-island"",""18th-century""]",,2026-07-27 22:07:25.776912+00,religious
